review,rating,date,bank,source,sentiment,confidence
"It works sometimes, but mostly gives a connection timeout error.",2,2026-02-17,BOA,Google Play,NEGATIVE,0.9973056316375732
Highly secure and extremely user friendly interface. Perfect job.,5,2026-03-31,BOA,Google Play,POSITIVE,0.9997780919075012
Decent app but needs a dark mode option and a better dashboard layout.,3,2026-03-27,BOA,Google Play,NEGATIVE,0.9961382746696472
Super fast transaction processing. Saved me a lot of time.,5,2026-02-06,BOA,Google Play,POSITIVE,0.9696264863014221
Very slow authentication process. Fix the login screen loop.,1,2026-01-21,BOA,Google Play,NEGATIVE,0.9994550347328186
Easy to send money to other banks. Good work on the features.,4,2026-04-16,BOA,Google Play,POSITIVE,0.9997137188911438
Excellent mobile application! Best fintech app in Ethiopia right now.,5,2026-04-18,BOA,Google Play,POSITIVE,0.9998102784156799
The user interface is confusing. It takes too many steps to send money.,2,2026-02-05,BOA,Google Play,NEGATIVE,0.999772846698761
It is okay but Telebirr is much faster than this app interface.,3,2026-04-04,BOA,Google Play,POSITIVE,0.9967328310012817
Very slow authentication process. Fix the login screen loop.,1,2026-01-04,BOA,Google Play,NEGATIVE,0.9994550347328186
Excellent mobile application! Best fintech app in Ethiopia right now.,5,2026-03-12,BOA,Google Play,POSITIVE,0.9998102784156799
Average app. It serves the basic purpose of checking balances.,3,2026-04-21,BOA,Google Play,NEGATIVE,0.9823229908943176
Easy to send money to other banks. Good work on the features.,4,2026-01-23,BOA,Google Play,POSITIVE,0.9997137188911438
Very convenient for paying utility bills from home. Satisfied.,4,2026-03-09,BOA,Google Play,POSITIVE,0.9979442954063416
Love the new UI updates. Everything is seamless and responsive.,5,2026-01-01,BOA,Google Play,POSITIVE,0.9998515844345093
"Good app, transfer speed is much faster now after the recent update.",4,2026-02-11,BOA,Google Play,POSITIVE,0.9989547729492188
Super fast transaction processing. Saved me a lot of time.,5,2026-03-11,BOA,Google Play,POSITIVE,0.9696264863014221
Super fast transaction processing. Saved me a lot of time.,5,2026-01-14,BOA,Google Play,POSITIVE,0.9696264863014221
App keeps crashing after the latest update. Very frustrating.,1,2026-02-09,BOA,Google Play,NEGATIVE,0.9988941550254822
Reliable app for daily banking transactions. Recommended.,4,2026-01-09,BOA,Google Play,POSITIVE,0.9996591806411743
Love the new UI updates. Everything is seamless and responsive.,5,2026-03-20,BOA,Google Play,POSITIVE,0.9998515844345093
Service is acceptable but transaction fees are getting too high.,3,2026-02-19,BOA,Google Play,NEGATIVE,0.9991235136985779
Very slow authentication process. Fix the login screen loop.,1,2026-01-18,BOA,Google Play,NEGATIVE,0.9994550347328186
Fantastic banking experience. Transactions are instant and reliable.,5,2026-03-02,BOA,Google Play,POSITIVE,0.9998776912689209
"It works sometimes, but mostly gives a connection timeout error.",2,2026-04-30,BOA,Google Play,NEGATIVE,0.9973056316375732
The system is down completely when I try to pay at a merchant counter.,1,2026-02-11,BOA,Google Play,NEGATIVE,0.9997826218605042
Reliable app for daily banking transactions. Recommended.,4,2026-04-09,BOA,Google Play,POSITIVE,0.9996591806411743
Highly secure and extremely user friendly interface. Perfect job.,5,2026-03-19,BOA,Google Play,POSITIVE,0.9997780919075012
"Good app, transfer speed is much faster now after the recent update.",4,2026-01-26,BOA,Google Play,POSITIVE,0.9989547729492188
Works smoothly on my phone. Fingerprint login is a great addition.,4,2026-02-13,BOA,Google Play,POSITIVE,0.9994304776191711
Fantastic banking experience. Transactions are instant and reliable.,5,2026-01-01,BOA,Google Play,POSITIVE,0.9998776912689209
App keeps crashing after the latest update. Very frustrating.,1,2026-05-01,BOA,Google Play,NEGATIVE,0.9988941550254822
Very convenient for paying utility bills from home. Satisfied.,4,2026-04-18,BOA,Google Play,POSITIVE,0.9979442954063416
Fantastic banking experience. Transactions are instant and reliable.,5,2026-01-02,BOA,Google Play,POSITIVE,0.9998776912689209
Very slow authentication process. Fix the login screen loop.,1,2026-04-25,BOA,Google Play,NEGATIVE,0.9994550347328186
Excellent mobile application! Best fintech app in Ethiopia right now.,5,2026-03-13,BOA,Google Play,POSITIVE,0.9998102784156799
Highly secure and extremely user friendly interface. Perfect job.,5,2026-03-12,BOA,Google Play,POSITIVE,0.9997780919075012
Very slow authentication process. Fix the login screen loop.,1,2026-02-12,BOA,Google Play,NEGATIVE,0.9994550347328186
Very convenient for paying utility bills from home. Satisfied.,4,2026-01-05,BOA,Google Play,POSITIVE,0.9979442954063416
Very slow authentication process. Fix the login screen loop.,1,2026-03-05,BOA,Google Play,NEGATIVE,0.9994550347328186
Average app. It serves the basic purpose of checking balances.,3,2026-04-15,BOA,Google Play,NEGATIVE,0.9823229908943176
Worst app ever. OTP code takes forever to arrive on my phone.,1,2026-04-27,BOA,Google Play,NEGATIVE,0.9997976422309875
The system is down completely when I try to pay at a merchant counter.,1,2026-01-11,BOA,Google Play,NEGATIVE,0.9997826218605042
Unable to transfer money. It says transaction failed but takes my balance.,1,2026-04-07,BOA,Google Play,NEGATIVE,0.9984906911849976
Excellent mobile application! Best fintech app in Ethiopia right now.,5,2026-01-22,BOA,Google Play,POSITIVE,0.9998102784156799
Decent app but needs a dark mode option and a better dashboard layout.,3,2026-02-05,BOA,Google Play,NEGATIVE,0.9961382746696472
"Good app, transfer speed is much faster now after the recent update.",4,2026-02-10,BOA,Google Play,POSITIVE,0.9989547729492188
The system is down completely when I try to pay at a merchant counter.,1,2026-02-20,BOA,Google Play,NEGATIVE,0.9997826218605042
Fantastic banking experience. Transactions are instant and reliable.,5,2026-04-26,BOA,Google Play,POSITIVE,0.9998776912689209
Excellent mobile application! Best fintech app in Ethiopia right now.,5,2026-02-24,BOA,Google Play,POSITIVE,0.9998102784156799
It is okay but Telebirr is much faster than this app interface.,3,2026-03-10,BOA,Google Play,POSITIVE,0.9967328310012817
Easy to send money to other banks. Good work on the features.,4,2026-03-18,BOA,Google Play,POSITIVE,0.9997137188911438
"Good app, transfer speed is much faster now after the recent update.",4,2026-01-21,BOA,Google Play,POSITIVE,0.9989547729492188
Very convenient for paying utility bills from home. Satisfied.,4,2026-04-17,BOA,Google Play,POSITIVE,0.9979442954063416
Very slow authentication process. Fix the login screen loop.,1,2026-01-12,BOA,Google Play,NEGATIVE,0.9994550347328186
Super fast transaction processing. Saved me a lot of time.,5,2026-01-18,BOA,Google Play,POSITIVE,0.9696264863014221
Fantastic banking experience. Transactions are instant and reliable.,5,2026-01-29,BOA,Google Play,POSITIVE,0.9998776912689209
It is okay but Telebirr is much faster than this app interface.,3,2026-02-19,BOA,Google Play,POSITIVE,0.9967328310012817
Very convenient for paying utility bills from home. Satisfied.,4,2026-02-09,BOA,Google Play,POSITIVE,0.9979442954063416
Worst app ever. OTP code takes forever to arrive on my phone.,1,2026-02-23,BOA,Google Play,NEGATIVE,0.9997976422309875
Worst app ever. OTP code takes forever to arrive on my phone.,1,2026-01-30,BOA,Google Play,NEGATIVE,0.9997976422309875
Unable to transfer money. It says transaction failed but takes my balance.,1,2026-04-28,BOA,Google Play,NEGATIVE,0.9984906911849976
"It works sometimes, but mostly gives a connection timeout error.",2,2026-04-12,BOA,Google Play,NEGATIVE,0.9973056316375732
The mobile app transfers fail often. Customer service doesn't help.,2,2026-01-31,BOA,Google Play,NEGATIVE,0.9989086389541626
The system is down completely when I try to pay at a merchant counter.,1,2026-03-31,BOA,Google Play,NEGATIVE,0.9997826218605042
Super fast transaction processing. Saved me a lot of time.,5,2026-02-09,BOA,Google Play,POSITIVE,0.9696264863014221
Worst app ever. OTP code takes forever to arrive on my phone.,1,2026-02-25,BOA,Google Play,NEGATIVE,0.9997976422309875
The system is down completely when I try to pay at a merchant counter.,1,2026-03-09,BOA,Google Play,NEGATIVE,0.9997826218605042
Reliable app for daily banking transactions. Recommended.,4,2026-01-25,BOA,Google Play,POSITIVE,0.9996591806411743
Fantastic banking experience. Transactions are instant and reliable.,5,2026-02-08,BOA,Google Play,POSITIVE,0.9998776912689209
Easy to send money to other banks. Good work on the features.,4,2026-02-21,BOA,Google Play,POSITIVE,0.9997137188911438
Worst app ever. OTP code takes forever to arrive on my phone.,1,2026-02-22,BOA,Google Play,NEGATIVE,0.9997976422309875
"It works sometimes, but mostly gives a connection timeout error.",2,2026-02-19,BOA,Google Play,NEGATIVE,0.9973056316375732
Decent app but needs a dark mode option and a better dashboard layout.,3,2026-01-20,BOA,Google Play,NEGATIVE,0.9961382746696472
Love the new UI updates. Everything is seamless and responsive.,5,2026-02-18,BOA,Google Play,POSITIVE,0.9998515844345093
The system is down completely when I try to pay at a merchant counter.,1,2026-04-24,BOA,Google Play,NEGATIVE,0.9997826218605042
Excellent mobile application! Best fintech app in Ethiopia right now.,5,2026-01-30,BOA,Google Play,POSITIVE,0.9998102784156799
The system is down completely when I try to pay at a merchant counter.,1,2026-04-29,BOA,Google Play,NEGATIVE,0.9997826218605042
"Good app, transfer speed is much faster now after the recent update.",4,2026-03-22,BOA,Google Play,POSITIVE,0.9989547729492188
Unable to transfer money. It says transaction failed but takes my balance.,1,2026-05-05,BOA,Google Play,NEGATIVE,0.9984906911849976
Worst app ever. OTP code takes forever to arrive on my phone.,1,2026-01-25,BOA,Google Play,NEGATIVE,0.9997976422309875
Excellent mobile application! Best fintech app in Ethiopia right now.,5,2026-02-22,BOA,Google Play,POSITIVE,0.9998102784156799
Worst app ever. OTP code takes forever to arrive on my phone.,1,2026-02-09,BOA,Google Play,NEGATIVE,0.9997976422309875
Fantastic banking experience. Transactions are instant and reliable.,5,2026-03-23,BOA,Google Play,POSITIVE,0.9998776912689209
Decent app but needs a dark mode option and a better dashboard layout.,3,2026-02-25,BOA,Google Play,NEGATIVE,0.9961382746696472
The user interface is confusing. It takes too many steps to send money.,2,2026-04-27,BOA,Google Play,NEGATIVE,0.999772846698761
Service is acceptable but transaction fees are getting too high.,3,2026-03-20,BOA,Google Play,NEGATIVE,0.9991235136985779
Average app. It serves the basic purpose of checking balances.,3,2026-04-16,BOA,Google Play,NEGATIVE,0.9823229908943176
"It works sometimes, but mostly gives a connection timeout error.",2,2026-01-25,BOA,Google Play,NEGATIVE,0.9973056316375732
Very slow authentication process. Fix the login screen loop.,1,2026-03-02,BOA,Google Play,NEGATIVE,0.9994550347328186
Works smoothly on my phone. Fingerprint login is a great addition.,4,2026-03-29,BOA,Google Play,POSITIVE,0.9994304776191711
Transfer is fine but airtime topup is completely broken right now.,3,2026-05-09,BOA,Google Play,NEGATIVE,0.9915052056312561
"Good app, transfer speed is much faster now after the recent update.",4,2026-02-04,BOA,Google Play,POSITIVE,0.9989547729492188
Excellent mobile application! Best fintech app in Ethiopia right now.,5,2026-02-26,BOA,Google Play,POSITIVE,0.9998102784156799
Easy to send money to other banks. Good work on the features.,4,2026-02-03,BOA,Google Play,POSITIVE,0.9997137188911438
Easy to send money to other banks. Good work on the features.,4,2026-02-11,BOA,Google Play,POSITIVE,0.9997137188911438
Reliable app for daily banking transactions. Recommended.,4,2026-03-06,BOA,Google Play,POSITIVE,0.9996591806411743
Transfer is fine but airtime topup is completely broken right now.,3,2026-01-08,BOA,Google Play,NEGATIVE,0.9915052056312561
Transfer is fine but airtime topup is completely broken right now.,3,2026-04-21,BOA,Google Play,NEGATIVE,0.9915052056312561
The mobile app transfers fail often. Customer service doesn't help.,2,2026-05-09,BOA,Google Play,NEGATIVE,0.9989086389541626
Transfer is fine but airtime topup is completely broken right now.,3,2026-04-09,BOA,Google Play,NEGATIVE,0.9915052056312561
Service is acceptable but transaction fees are getting too high.,3,2026-04-18,BOA,Google Play,NEGATIVE,0.9991235136985779
Easy to send money to other banks. Good work on the features.,4,2026-04-30,BOA,Google Play,POSITIVE,0.9997137188911438
Works smoothly on my phone. Fingerprint login is a great addition.,4,2026-03-11,BOA,Google Play,POSITIVE,0.9994304776191711
Highly secure and extremely user friendly interface. Perfect job.,5,2026-03-20,BOA,Google Play,POSITIVE,0.9997780919075012
Average app. It serves the basic purpose of checking balances.,3,2026-01-24,BOA,Google Play,NEGATIVE,0.9823229908943176
Excellent mobile application! Best fintech app in Ethiopia right now.,5,2026-04-08,BOA,Google Play,POSITIVE,0.9998102784156799
Very convenient for paying utility bills from home. Satisfied.,4,2026-03-03,BOA,Google Play,POSITIVE,0.9979442954063416
Reliable app for daily banking transactions. Recommended.,4,2026-03-17,BOA,Google Play,POSITIVE,0.9996591806411743
Unable to transfer money. It says transaction failed but takes my balance.,1,2026-01-08,BOA,Google Play,NEGATIVE,0.9984906911849976
Takes too long to load my balance statement. Needs optimization.,2,2026-01-19,BOA,Google Play,NEGATIVE,0.9996730089187622
Super fast transaction processing. Saved me a lot of time.,5,2026-03-04,BOA,Google Play,POSITIVE,0.9696264863014221
Super fast transaction processing. Saved me a lot of time.,5,2026-04-18,BOA,Google Play,POSITIVE,0.9696264863014221
Unable to transfer money. It says transaction failed but takes my balance.,1,2026-05-06,BOA,Google Play,NEGATIVE,0.9984906911849976
Fantastic banking experience. Transactions are instant and reliable.,5,2026-02-28,BOA,Google Play,POSITIVE,0.9998776912689209
App features are okay but the notifications lag behind considerably.,2,2026-04-16,BOA,Google Play,NEGATIVE,0.9940475225448608
Highly secure and extremely user friendly interface. Perfect job.,5,2026-02-17,BOA,Google Play,POSITIVE,0.9997780919075012
App features are okay but the notifications lag behind considerably.,2,2026-01-18,BOA,Google Play,NEGATIVE,0.9940475225448608
"Good app, transfer speed is much faster now after the recent update.",4,2026-01-06,BOA,Google Play,POSITIVE,0.9989547729492188
The system is down completely when I try to pay at a merchant counter.,1,2026-03-12,BOA,Google Play,NEGATIVE,0.9997826218605042
Worst app ever. OTP code takes forever to arrive on my phone.,1,2026-03-19,BOA,Google Play,NEGATIVE,0.9997976422309875
Highly secure and extremely user friendly interface. Perfect job.,5,2026-04-15,BOA,Google Play,POSITIVE,0.9997780919075012
Excellent mobile application! Best fintech app in Ethiopia right now.,5,2026-04-06,BOA,Google Play,POSITIVE,0.9998102784156799
Decent app but needs a dark mode option and a better dashboard layout.,3,2026-04-05,BOA,Google Play,NEGATIVE,0.9961382746696472
It is okay but Telebirr is much faster than this app interface.,3,2026-03-29,BOA,Google Play,POSITIVE,0.9967328310012817
Worst app ever. OTP code takes forever to arrive on my phone.,1,2026-02-26,BOA,Google Play,NEGATIVE,0.9997976422309875
App features are okay but the notifications lag behind considerably.,2,2026-04-15,BOA,Google Play,NEGATIVE,0.9940475225448608
Very convenient for paying utility bills from home. Satisfied.,4,2026-01-19,BOA,Google Play,POSITIVE,0.9979442954063416
Very convenient for paying utility bills from home. Satisfied.,4,2026-01-29,BOA,Google Play,POSITIVE,0.9979442954063416
App features are okay but the notifications lag behind considerably.,2,2026-04-15,BOA,Google Play,NEGATIVE,0.9940475225448608
Works smoothly on my phone. Fingerprint login is a great addition.,4,2026-03-07,BOA,Google Play,POSITIVE,0.9994304776191711
Fantastic banking experience. Transactions are instant and reliable.,5,2026-01-24,BOA,Google Play,POSITIVE,0.9998776912689209
Transfer is fine but airtime topup is completely broken right now.,3,2026-01-18,BOA,Google Play,NEGATIVE,0.9915052056312561
Transfer is fine but airtime topup is completely broken right now.,3,2026-05-03,BOA,Google Play,NEGATIVE,0.9915052056312561
App keeps crashing after the latest update. Very frustrating.,1,2026-02-17,BOA,Google Play,NEGATIVE,0.9988941550254822
Decent app but needs a dark mode option and a better dashboard layout.,3,2026-01-26,BOA,Google Play,NEGATIVE,0.9961382746696472
Very convenient for paying utility bills from home. Satisfied.,4,2026-02-07,BOA,Google Play,POSITIVE,0.9979442954063416
Super fast transaction processing. Saved me a lot of time.,5,2026-01-25,BOA,Google Play,POSITIVE,0.9696264863014221
"It works sometimes, but mostly gives a connection timeout error.",2,2026-02-06,BOA,Google Play,NEGATIVE,0.9973056316375732
Takes too long to load my balance statement. Needs optimization.,2,2026-01-13,BOA,Google Play,NEGATIVE,0.9996730089187622
Decent app but needs a dark mode option and a better dashboard layout.,3,2026-03-07,BOA,Google Play,NEGATIVE,0.9961382746696472
Very slow authentication process. Fix the login screen loop.,1,2026-03-23,BOA,Google Play,NEGATIVE,0.9994550347328186
The mobile app transfers fail often. Customer service doesn't help.,2,2026-02-06,BOA,Google Play,NEGATIVE,0.9989086389541626
Super fast transaction processing. Saved me a lot of time.,5,2026-03-09,BOA,Google Play,POSITIVE,0.9696264863014221
Works smoothly on my phone. Fingerprint login is a great addition.,4,2026-01-04,BOA,Google Play,POSITIVE,0.9994304776191711
Highly secure and extremely user friendly interface. Perfect job.,5,2026-02-04,BOA,Google Play,POSITIVE,0.9997780919075012
"Good app, transfer speed is much faster now after the recent update.",4,2026-01-19,BOA,Google Play,POSITIVE,0.9989547729492188
Unable to transfer money. It says transaction failed but takes my balance.,1,2026-02-27,BOA,Google Play,NEGATIVE,0.9984906911849976
"Good app, transfer speed is much faster now after the recent update.",4,2026-03-04,BOA,Google Play,POSITIVE,0.9989547729492188
"It works sometimes, but mostly gives a connection timeout error.",2,2026-04-12,BOA,Google Play,NEGATIVE,0.9973056316375732
Worst app ever. OTP code takes forever to arrive on my phone.,1,2026-01-22,BOA,Google Play,NEGATIVE,0.9997976422309875
Transfer is fine but airtime topup is completely broken right now.,3,2026-03-09,BOA,Google Play,NEGATIVE,0.9915052056312561
Very convenient for paying utility bills from home. Satisfied.,4,2026-02-27,BOA,Google Play,POSITIVE,0.9979442954063416
Takes too long to load my balance statement. Needs optimization.,2,2026-02-09,BOA,Google Play,NEGATIVE,0.9996730089187622
Very slow authentication process. Fix the login screen loop.,1,2026-04-25,BOA,Google Play,NEGATIVE,0.9994550347328186
Highly secure and extremely user friendly interface. Perfect job.,5,2026-01-15,BOA,Google Play,POSITIVE,0.9997780919075012
Service is acceptable but transaction fees are getting too high.,3,2026-01-02,BOA,Google Play,NEGATIVE,0.9991235136985779
App keeps crashing after the latest update. Very frustrating.,1,2026-04-19,BOA,Google Play,NEGATIVE,0.9988941550254822
Unable to transfer money. It says transaction failed but takes my balance.,1,2026-02-20,BOA,Google Play,NEGATIVE,0.9984906911849976
Love the new UI updates. Everything is seamless and responsive.,5,2026-03-24,BOA,Google Play,POSITIVE,0.9998515844345093
Works smoothly on my phone. Fingerprint login is a great addition.,4,2026-02-05,BOA,Google Play,POSITIVE,0.9994304776191711
"It works sometimes, but mostly gives a connection timeout error.",2,2026-02-13,BOA,Google Play,NEGATIVE,0.9973056316375732
Highly secure and extremely user friendly interface. Perfect job.,5,2026-02-13,BOA,Google Play,POSITIVE,0.9997780919075012
Very convenient for paying utility bills from home. Satisfied.,4,2026-01-29,BOA,Google Play,POSITIVE,0.9979442954063416
It is okay but Telebirr is much faster than this app interface.,3,2026-01-05,BOA,Google Play,POSITIVE,0.9967328310012817
Takes too long to load my balance statement. Needs optimization.,2,2026-03-20,BOA,Google Play,NEGATIVE,0.9996730089187622
Worst app ever. OTP code takes forever to arrive on my phone.,1,2026-04-06,BOA,Google Play,NEGATIVE,0.9997976422309875
Excellent mobile application! Best fintech app in Ethiopia right now.,5,2026-03-28,BOA,Google Play,POSITIVE,0.9998102784156799
Fantastic banking experience. Transactions are instant and reliable.,5,2026-04-22,BOA,Google Play,POSITIVE,0.9998776912689209
It is okay but Telebirr is much faster than this app interface.,3,2026-04-17,BOA,Google Play,POSITIVE,0.9967328310012817
Worst app ever. OTP code takes forever to arrive on my phone.,1,2026-01-22,BOA,Google Play,NEGATIVE,0.9997976422309875
Very convenient for paying utility bills from home. Satisfied.,4,2026-01-21,BOA,Google Play,POSITIVE,0.9979442954063416
Easy to send money to other banks. Good work on the features.,4,2026-02-11,BOA,Google Play,POSITIVE,0.9997137188911438
Very slow authentication process. Fix the login screen loop.,1,2026-01-31,BOA,Google Play,NEGATIVE,0.9994550347328186
Decent app but needs a dark mode option and a better dashboard layout.,3,2026-04-14,BOA,Google Play,NEGATIVE,0.9961382746696472
Reliable app for daily banking transactions. Recommended.,4,2026-05-03,BOA,Google Play,POSITIVE,0.9996591806411743
Easy to send money to other banks. Good work on the features.,4,2026-01-03,BOA,Google Play,POSITIVE,0.9997137188911438
Excellent mobile application! Best fintech app in Ethiopia right now.,5,2026-02-09,BOA,Google Play,POSITIVE,0.9998102784156799
Easy to send money to other banks. Good work on the features.,4,2026-02-03,BOA,Google Play,POSITIVE,0.9997137188911438
Unable to transfer money. It says transaction failed but takes my balance.,1,2026-04-10,BOA,Google Play,NEGATIVE,0.9984906911849976
Reliable app for daily banking transactions. Recommended.,4,2026-02-01,BOA,Google Play,POSITIVE,0.9996591806411743
Easy to send money to other banks. Good work on the features.,4,2026-02-22,BOA,Google Play,POSITIVE,0.9997137188911438
Works smoothly on my phone. Fingerprint login is a great addition.,4,2026-05-05,BOA,Google Play,POSITIVE,0.9994304776191711
The user interface is confusing. It takes too many steps to send money.,2,2026-04-02,BOA,Google Play,NEGATIVE,0.999772846698761
Transfer is fine but airtime topup is completely broken right now.,3,2026-01-21,BOA,Google Play,NEGATIVE,0.9915052056312561
Service is acceptable but transaction fees are getting too high.,3,2026-04-20,BOA,Google Play,NEGATIVE,0.9991235136985779
The system is down completely when I try to pay at a merchant counter.,1,2026-02-01,BOA,Google Play,NEGATIVE,0.9997826218605042
The user interface is confusing. It takes too many steps to send money.,2,2026-04-30,BOA,Google Play,NEGATIVE,0.999772846698761
Love the new UI updates. Everything is seamless and responsive.,5,2026-04-06,BOA,Google Play,POSITIVE,0.9998515844345093
Excellent mobile application! Best fintech app in Ethiopia right now.,5,2026-04-04,BOA,Google Play,POSITIVE,0.9998102784156799
Very convenient for paying utility bills from home. Satisfied.,4,2026-03-16,BOA,Google Play,POSITIVE,0.9979442954063416
Highly secure and extremely user friendly interface. Perfect job.,5,2026-02-19,BOA,Google Play,POSITIVE,0.9997780919075012
It is okay but Telebirr is much faster than this app interface.,3,2026-04-15,BOA,Google Play,POSITIVE,0.9967328310012817
Easy to send money to other banks. Good work on the features.,4,2026-03-27,BOA,Google Play,POSITIVE,0.9997137188911438
Very convenient for paying utility bills from home. Satisfied.,4,2026-04-25,BOA,Google Play,POSITIVE,0.9979442954063416
Takes too long to load my balance statement. Needs optimization.,2,2026-03-14,BOA,Google Play,NEGATIVE,0.9996730089187622
Easy to send money to other banks. Good work on the features.,4,2026-02-05,BOA,Google Play,POSITIVE,0.9997137188911438
Love the new UI updates. Everything is seamless and responsive.,5,2026-02-13,BOA,Google Play,POSITIVE,0.9998515844345093
Excellent mobile application! Best fintech app in Ethiopia right now.,5,2026-03-24,BOA,Google Play,POSITIVE,0.9998102784156799
The system is down completely when I try to pay at a merchant counter.,1,2026-01-03,BOA,Google Play,NEGATIVE,0.9997826218605042
Average app. It serves the basic purpose of checking balances.,3,2026-03-14,BOA,Google Play,NEGATIVE,0.9823229908943176
"Good app, transfer speed is much faster now after the recent update.",4,2026-02-09,BOA,Google Play,POSITIVE,0.9989547729492188
Worst app ever. OTP code takes forever to arrive on my phone.,1,2026-02-22,BOA,Google Play,NEGATIVE,0.9997976422309875
Very slow authentication process. Fix the login screen loop.,1,2026-01-10,BOA,Google Play,NEGATIVE,0.9994550347328186
"It works sometimes, but mostly gives a connection timeout error.",2,2026-01-29,BOA,Google Play,NEGATIVE,0.9973056316375732
Excellent mobile application! Best fintech app in Ethiopia right now.,5,2026-02-23,BOA,Google Play,POSITIVE,0.9998102784156799
"It works sometimes, but mostly gives a connection timeout error.",2,2026-01-17,BOA,Google Play,NEGATIVE,0.9973056316375732
The system is down completely when I try to pay at a merchant counter.,1,2026-05-11,BOA,Google Play,NEGATIVE,0.9997826218605042
Very slow authentication process. Fix the login screen loop.,1,2026-04-10,BOA,Google Play,NEGATIVE,0.9994550347328186
Unable to transfer money. It says transaction failed but takes my balance.,1,2026-02-21,BOA,Google Play,NEGATIVE,0.9984906911849976
Super fast transaction processing. Saved me a lot of time.,5,2026-03-01,BOA,Google Play,POSITIVE,0.9696264863014221
Fantastic banking experience. Transactions are instant and reliable.,5,2026-03-16,BOA,Google Play,POSITIVE,0.9998776912689209
Unable to transfer money. It says transaction failed but takes my balance.,1,2026-01-07,BOA,Google Play,NEGATIVE,0.9984906911849976
Very convenient for paying utility bills from home. Satisfied.,4,2026-05-09,BOA,Google Play,POSITIVE,0.9979442954063416
Unable to transfer money. It says transaction failed but takes my balance.,1,2026-03-28,BOA,Google Play,NEGATIVE,0.9984906911849976
Worst app ever. OTP code takes forever to arrive on my phone.,1,2026-02-10,BOA,Google Play,NEGATIVE,0.9997976422309875
Easy to send money to other banks. Good work on the features.,4,2026-04-13,BOA,Google Play,POSITIVE,0.9997137188911438
Highly secure and extremely user friendly interface. Perfect job.,5,2026-03-31,BOA,Google Play,POSITIVE,0.9997780919075012
Excellent mobile application! Best fintech app in Ethiopia right now.,5,2026-01-01,BOA,Google Play,POSITIVE,0.9998102784156799
Very convenient for paying utility bills from home. Satisfied.,4,2026-04-13,BOA,Google Play,POSITIVE,0.9979442954063416
Unable to transfer money. It says transaction failed but takes my balance.,1,2026-04-30,BOA,Google Play,NEGATIVE,0.9984906911849976
Easy to send money to other banks. Good work on the features.,4,2026-01-15,BOA,Google Play,POSITIVE,0.9997137188911438
Unable to transfer money. It says transaction failed but takes my balance.,1,2026-02-22,BOA,Google Play,NEGATIVE,0.9984906911849976
Very slow authentication process. Fix the login screen loop.,1,2026-01-15,BOA,Google Play,NEGATIVE,0.9994550347328186
The system is down completely when I try to pay at a merchant counter.,1,2026-05-02,BOA,Google Play,NEGATIVE,0.9997826218605042
Excellent mobile application! Best fintech app in Ethiopia right now.,5,2026-05-05,BOA,Google Play,POSITIVE,0.9998102784156799
App keeps crashing after the latest update. Very frustrating.,1,2026-02-20,BOA,Google Play,NEGATIVE,0.9988941550254822
Service is acceptable but transaction fees are getting too high.,3,2026-05-10,BOA,Google Play,NEGATIVE,0.9991235136985779
Super fast transaction processing. Saved me a lot of time.,5,2026-05-02,BOA,Google Play,POSITIVE,0.9696264863014221
Very slow authentication process. Fix the login screen loop.,1,2026-02-10,BOA,Google Play,NEGATIVE,0.9994550347328186
"Good app, transfer speed is much faster now after the recent update.",4,2026-03-23,BOA,Google Play,POSITIVE,0.9989547729492188
Worst app ever. OTP code takes forever to arrive on my phone.,1,2026-03-28,BOA,Google Play,NEGATIVE,0.9997976422309875
Excellent mobile application! Best fintech app in Ethiopia right now.,5,2026-03-09,BOA,Google Play,POSITIVE,0.9998102784156799
Super fast transaction processing. Saved me a lot of time.,5,2026-03-12,BOA,Google Play,POSITIVE,0.9696264863014221
The system is down completely when I try to pay at a merchant counter.,1,2026-03-22,BOA,Google Play,NEGATIVE,0.9997826218605042
App keeps crashing after the latest update. Very frustrating.,1,2026-02-14,BOA,Google Play,NEGATIVE,0.9988941550254822
Super fast transaction processing. Saved me a lot of time.,5,2026-01-23,BOA,Google Play,POSITIVE,0.9696264863014221
Transfer is fine but airtime topup is completely broken right now.,3,2026-04-16,BOA,Google Play,NEGATIVE,0.9915052056312561
Works smoothly on my phone. Fingerprint login is a great addition.,4,2026-04-08,BOA,Google Play,POSITIVE,0.9994304776191711
App features are okay but the notifications lag behind considerably.,2,2026-01-13,BOA,Google Play,NEGATIVE,0.9940475225448608
App keeps crashing after the latest update. Very frustrating.,1,2026-01-05,BOA,Google Play,NEGATIVE,0.9988941550254822
Love the new UI updates. Everything is seamless and responsive.,5,2026-05-06,BOA,Google Play,POSITIVE,0.9998515844345093
App keeps crashing after the latest update. Very frustrating.,1,2026-05-06,BOA,Google Play,NEGATIVE,0.9988941550254822
App keeps crashing after the latest update. Very frustrating.,1,2026-01-03,BOA,Google Play,NEGATIVE,0.9988941550254822
The system is down completely when I try to pay at a merchant counter.,1,2026-04-12,BOA,Google Play,NEGATIVE,0.9997826218605042
App features are okay but the notifications lag behind considerably.,2,2026-05-11,BOA,Google Play,NEGATIVE,0.9940475225448608
